Žadatel,IČ žadatele,Rozhodnutí/Smlouva o poskytnutí dotace (EU zdroje)
Regionální hospodářská komora Plzeňského kraje,48365556,0.05188738785
"Metaldyne Oslavany, spol. s r.o.",49970909,0.051744557159999996
"PPG INDUSTRIES CZECH REPUBLIC, s.r.o.",27199789,0.051705047170000004
DAMACO Group s.r.o.,28894090,0.05166840514
"Therapharm, a.s.",28519116,0.05165435
JELÍNEK - výroba nábytku s.r.o.,42866022,0.051411692
"Organizace pro pomoc uprchlíkům, o.s.",45768676,0.05141145823
Charita Olomouc,44936427,0.05139532457
REGENT PLUS Žlutice spol. s r.o.,49786831,0.05139027894
Centrum komunitní práce Ústí nad Labem,63153548,0.051262044939999994
"Štěpanovský,a.s.",25585584,0.051159367
"GRANDHOTEL PUPP Karlovy Vary, akciová společnost",00022004,0.05112817806
"Slavonická renesanční, obecně prospěšná společnost",26108721,0.05110750381999999
"HANÁK NÁBYTEK,a.s.",26231573,0.051101847
"STORY DESIGN, a.s.",63216281,0.05109640603
"JULI Motorenwerk, s.r.o.",47909765,0.050999075
RAMET a.s.,25638891,0.050961376
HIRAGANA s.r.o.,28350464,0.05095111781
"Plzeňský Prazdroj, a. s.",45357366,0.05089139134
"ISOline EU, s.r.o.",25279670,0.050860214
"KNOMI, společnost s ručením omezeným",46713603,0.050843209
PLASTIA s.r.o.,60720981,0.050735176
"ZLKL, s. r. o.",47973943,0.05063905571
PolyPLASTY s.r.o.,62026381,0.050629859
"Slévárna a modelárna Nové Ransko, s.r.o.",15059561,0.050617295
"Vzdělávací centrum Genesia, zapsaný spolek",26627361,0.05055789944
"Baculus, o.p.s.",26997355,0.050502487799999995
"ZNOJEMSKÉ STROJÍRNY, s.r.o.",46972315,0.05039516746
Channel Crossings s.r.o.,27129390,0.0503893204
KABELOVNA KABEX a. s.,25208721,0.050331342
GOLF BRNO a.s.,26907089,0.05032526089
KOBE-cz s.r.o.,26305101,0.050268562600000004
Česká asociace pro IT služby,22728678,0.050267626329999995
ZEMAN ART s.r.o.,25822209,0.05010180566
MAGNETON a.s.,27824047,0.05002633319
"ECOINVEST PŘÍBRAM , s.r.o.",62954024,0.05
MATADOR Automotive ČR s.r.o.,27922901,0.05
"REBIOS, spol. s r.o.",28288904,0.04999999992
WEKUS spol. s r.o.,25013831,0.04999999986
"Farma Čapí hnízdo,a.s.",62508873,0.04999744329
DIRAC Industries s.r.o.,27956628,0.04992542
"M & V, spol. s r.o.",43964095,0.04986078
SVI AJAK z.s.,00430790,0.04978742296
DYNTEC spol. s r.o.,47548002,0.049735725
"PRINTO, spol. s r.o.",45196907,0.049728441
ŠKODA ELECTRIC a.s.,47718579,0.04970615745
"WOMBAT, s.r.o.",47912553,0.04964803651
"MEDIA EFEKT, s.r.o.",25518640,0.049647739
TI Automotive AC s.r.o.,26485648,0.04964523982
"NIOB, spol. s r.o.",46344837,0.049600711
"ZKL Klášterec nad Ohří, akciová společnost",00152552,0.04957095763
"VŠP Ostrava, a.s.",25861271,0.049568562309999994
"ASISTA, s.r.o.",47284234,0.04956577796
greiner packaging slušovice s.r.o.,46901507,0.049478363670000004
"Malý zámeček, s.r.o.",47900750,0.049396030210000004
"ZPA Pečky, a.s.",45147612,0.049378697
"HELIODROMUS, SE",29039649,0.04925413528
NARETEC s.r.o.,26361019,0.049180145
MATEICIUC a.s.,60792825,0.049154347880000004
EM Brno s.r.o.,64507301,0.049144971
Kofola a.s.,27767680,0.048945362469999996
ŽAC s.r.o.,61682993,0.048772096
Institute of Applied Biotechnologies a.s.,27225712,0.04869572108
"PHARMING, a.s.",45311013,0.048667616
"ELTON hodinářská, a.s.",25931474,0.048665449289999996
"SEDUCTUS, s.r.o.",25489411,0.04860398292999999
ROTAS STROJÍRNY spol. s r.o.,64356922,0.048599403
"Pivovar Černá Hora, a.s.",25310887,0.04846940068
HŽP a.s.,26955342,0.04845406824
"ZAMET, spol. s r.o.",42340217,0.048454
"KOBRA Údlice, s.r.o.",25041703,0.04843356361
ICOM transport a.s.,46346040,0.04842547756
"SE-MI Technology, a.s.",65138601,0.04837102702
"Veolia Energie Kolín, a.s.",45148091,0.048304756
Diecézní Charita Plzeň,49774034,0.0483024938
Okresní hospodářská komora Liberec,48289027,0.04829921737
"Bauch, Navrátil s.r.o.",47450428,0.04816374093
ALBIXON a.s.,26117274,0.048119185020000003
"Bezpečnostně technologický klastr, z. s.",22873643,0.048050001
DK mont s.r.o.,26867133,0.048046402
"ROKA Ráža, spol. s r.o.",48292982,0.047979774
"ARROW International CR, a.s.",60112387,0.04793601
HEAVY MACHINERY SERVICES a.s.,46711201,0.04768007916
"BONUS obchodní agentura, spol. s r.o.",46682341,0.04760783983
"Liga za práva vozíčkářů, o.s.",00499412,0.04757460189
REMAT GLASS s.r.o.,15530795,0.04757114375
"Agentura pro regionální rozvoj, a.s.",47673168,0.047515282629999996
KARETA s.r.o.,62360213,0.04746642547
Centrála cestovního ruchu - Jižní Morava,75063638,0.04746553545999999
SPL Recycling a.s.,26719398,0.0474578526
FERMAT STROJE LIPNÍK s.r.o.,29245931,0.047383158
"SAFICHEM ASSETS, a.s.",24241261,0.047298242
"TOS ZNOJMO, akciová společnost",46347691,0.047077693
Glanzstoff - Bohemia s.r.o.,25039253,0.0470561574
"Biomedica, spol. s r.o.",44265859,0.04702601208
"Chart Ferox, a.s.",00008648,0.047011997029999995
"JACER - CZ, a.s.",25410105,0.0468708
Vendavo CZ s.r.o.,27077934,0.046770827
"BEST, a.s.",25201859,0.046660958
"KAVALIERGLASS, a.s.",47468815,0.046642989
Sycorex CR s.r.o.,27642526,0.04663864596
"IPM stars, s.r.o.",25230557,0.04658010046
KM Beta a.s.,25316583,0.046515957
MK - mont illuminations s.r.o.,25424769,0.046511893
KOVO PLANÁ a.s.,27634612,0.046495727
OEZ s.r.o.,49810146,0.04644833693
VARS BRNO a.s.,63481901,0.046420873
MVE - Nymburk s.r.o.,27086950,0.04631235
Optimont 2000 s.r.o.,64085741,0.046235252
TEDOM a.s.,28466021,0.04622202079
"T R A N S L , v.o.s.",25385470,0.046208755
T Machinery a.s.,63478773,0.04619984294
"MEDIN, a.s.",43378030,0.046165021519999995
"Armáda spásy v České republice, z. s.",40613411,0.046085954410000005
REINTEGRA,68333552,0.046074814060000004
"AV MEDIA, a.s.",48108375,0.04605142518000001
ORBIS AVIA spol. s r.o.,25790765,0.04602372
GOLF AREA a.s.,25831577,0.045930349259999996
"Zemědělský výzkum,spol. s r.o.",26296080,0.04583894796
ENVIGEO s.r.o.,27404200,0.0456538375
Pirell s.r.o.,62029827,0.045605
Zaměstnavatelský svaz IT průmyslu,26570378,0.0455370118
Austin Detonator s.r.o.,25689916,0.045532148
HIC & Co. s.r.o.,28536495,0.045504549
"ALW INDUSTRY, s.r.o.",60794372,0.045456828
"POZEMNÍ KOMUNIKACE BOHEMIA,a.s.",27900096,0.04545249559
KOVO Děčín spol. s r.o.,25409824,0.045407779
MORAVOINVEST CZ spol. s r.o.,24272621,0.045207155969999996
"Vysoká škola evropských a regionálních studií, o.p.s.",26033909,0.04510134066
STARTECH spol. s r.o.,63483751,0.044936909
GYPSTREND s.r.o.,60322616,0.044897336
FORESTINA s.r.o.,26015781,0.044864076
Energo IPT s.r.o.,25583026,0.044664621
ŠKODA POWER s.r.o.,49193864,0.04465049539
"ZONER software, a.s.",49437381,0.0446092
"PHARMIX, s.r.o.",25591983,0.04459231462
"Sklostroj Turnov CZ, s.r.o.",60111739,0.04458634735
Hotel Jezerka s.r.o.,25971484,0.04447093857
Nadace Tomistoma,26093413,0.04444541022
"Národní vzdělávací fond, o.p.s.",25751417,0.044432104310000005
Obecně prospěšná společnost Důstojnost,28599110,0.04442708193
"DURA Automotive CZ, k.s.",61173151,0.04438145
HEINZ GLAS DECOR s.r.o.,64360288,0.044359499
Ing. Petr Gross s.r.o.,25877496,0.044246788
"České přístavy, a.s.",45274592,0.04419003035
"COMINFO, a.s.",63482576,0.04416633774
FPOS a.s.,27546098,0.04411748
IMPULS TŘEBÍČ,26652366,0.04406286501000001
MABA Eurobeton s.r.o.,25259202,0.044043354
Continental Barum s.r.o.,45788235,0.04399600461
"Master Internet, s.r.o.",26277557,0.043960443
LORETA invest a.s.,27393739,0.04395951302
Slezská diakonie,65468562,0.04392553299
Sigmaplast a.s.,27340341,0.043881988
"Best - Business,a.s.",25573322,0.043861933
"ZAKO TURČÍN, spol. s r.o.",65278925,0.04382873
Úslava Bioenergie a.s.,49789937,0.043762314
"ZERA - Zemědělská a ekologická regionální agentura, z.s.",70851131,0.04375721630999999
"Seznam.cz, a.s.",26168685,0.04374906213
Golf Konopiště a.s.,25616242,0.04372805742
PŽS - Engineering s.r.o.,29016142,0.043718009
Poličské strojírny a.s.,46504851,0.043690383
HENNLICH s.r.o.,14869446,0.04368698158
Síť mateřských center o.s.,26545136,0.043672934049999994
"OTK GROUP, a.s.",27628116,0.04358536359
ZAPE spol. s r. o.,47976870,0.04356343
"STT SERVIS, s.r.o.",25879073,0.04350667
"GESS-CZ, s.r.o.",26867770,0.043398432
"Šumárník, o.p.s.",29232872,0.04338147285
"""Klub personalistů Moravskoslezského kraje, o. s.""",26562090,0.04327153849
PILANA Metal s.r.o.,25328956,0.0432581661
Industrial Machine Service s.r.o.,60750154,0.043200204810000004
"DEKONTA, a.s.",25006096,0.04319395257
Kanonie premonstrátů v Želivě,60860871,0.04318146655
"KALIBRA NOVA, s.r.o.",25223798,0.04315851432
Romodrom o.p.s.,26537036,0.043058785280000005
DONALDSON CZECH REPUBLIC s.r.o.,26694778,0.043011725349999995
SOR Libchavy spol. s r.o.,15030865,0.042999883
"M a v e l, a.s.",00549771,0.04298647597
"CENTROPEN, a.s.",00142492,0.042976022
LITES Liberec s.r.o.,25423070,0.042899813
2 JCP a.s.,47286393,0.042891175
STROJÍRNA Vehovský s.r.o.,25362551,0.042864714
EURO - Šarm spol. s r.o.,63988186,0.04281323644
IMG BOHEMIA s.r.o.,49824732,0.04279613
"Robert Bosch, spol. s r.o.",46678735,0.042706315
"Sabris, s.r.o.",62584430,0.04265931268
"Strojírny Bohdalice, a.s.",45274029,0.042657489
COMGUARD ICT s.r.o.,29214980,0.042568645
"VITRABLOK, s.r.o.",14864592,0.042499690060000005
Sdružení automobilového průmyslu,17048826,0.0424661585
RPIC-ViP s.r.o.,25826051,0.042456000960000004
FRK s.r.o.,61324817,0.04244869404
"BPO Czech, s.r.o.",28707303,0.042389417
"INOVAČNÍ, a.s.",28575431,0.042368883
SAKER spol. s r.o.,46960830,0.042355301
"OKD, a.s.",26863154,0.04228634429
Rybářství Třeboň a.s.,60826851,0.042217306
"MODUS, spol. s r.o.",49976796,0.042158045
Ingersoll-Rand Technologies s.r.o.,63989069,0.042139056
ESPRIT plus s.r.o.,28292898,0.042084725
"ŠUMAVAPLAN, spol. s r. o.",49787454,0.04206073681
Okresní hospodářská komora Přerov,47676981,0.04204805353999999
TŘI PYRAMIDY s.r.o.,25509233,0.042044
BÖHM PLAST-TECHNIK a.s.,26814773,0.042038198
"TECHNISERV IT SOFTWARE DEVELOPMENT, spol. s r.o.",28331982,0.042013437
Centrum evropského projektování a.s.,27529576,0.042003179200000004
ZVU Kovárna a.s.,63219514,0.042
MAVO s.r.o.,62579461,0.041934580580000005
ZEBR s.r.o.,26915308,0.041927711
"ASTRON group, s.r.o.",26155214,0.04190553883
"DYNEX TECHNOLOGIES, spol. s r.o.",48108731,0.041868471
TEACH TEAM s.r.o.,27264378,0.041841526899999995
MBtech Bohemia s.r.o.,65416082,0.041832284
PLASTIME.CHEMI s.r.o.,25425609,0.04179522
FOREZ s.r.o.,64788342,0.04177694201
"LASSELSBERGER, s.r.o.",25238078,0.04175928398
PURETA s.r.o.,25581660,0.04161637
DGS Druckguss Systeme s.r.o.,26187329,0.041601634240000004
Flídr plast s.r.o.,25293931,0.041521068
"Krajské centrum dalšího profesního vzdělávání a Centrum uznávání a celoživotního učení Zlínského kraje, o.p.s.",28297504,0.0413727141
LASAK s.r.o.,44265786,0.04137242228
Priessnitzovy léčebné lázně a.s.,45193452,0.041358684599999994
ATREA s.r.o.,63144476,0.041262086
Sjednocená organizace nevidomých a slabozrakých České republiky,65399447,0.04123986572
Římskokatolická farnost - děkanství Polná,62797557,0.041193101600000004
SAVE CZ s.r.o.,25965778,0.04115387483
"SMR PLUS, s.r.o.",26933268,0.041152147
Bombardier Transportation Czech Republic  a.s.,49902083,0.0410968161
S E L L I  s.r.o.,49096893,0.04088374831
ECO Finance Group s.r.o.,27693953,0.04083664
"Maximus Resort, a.s.",26965437,0.04083431671
"Sběrné suroviny UH, s.r.o.",25599895,0.040765218949999994
"Centrum pro integraci osob se zdravotním postižením Královehradeckého kraje, o.p.s.",26594145,0.04066533058
"BAEST Machinery Holding, a.s.",45796360,0.040568608
Novohradská občanská společnost o.s.,69092869,0.040539191530000004
BETONPRES Týn nad Vltavou s.r.o.,60646551,0.040436
"TIGRIS, spol. s r.o.",60702559,0.04038612832
ARRIVA PRAHA s.r.o.,26730448,0.04029914883
"United Energy, a.s.",27309959,0.040233322200000005
Salesiánská provincie Praha,00406929,0.04020703469
"A. Pöttinger, spol. s r.o.",63249651,0.04018779
"AEROMEC, spol. s r.o.",47905328,0.040135809
N.F.I. METALL s.r.o.,25865161,0.040130827460000004
DITON s.r.o.,25557921,0.040049087459999994
SANBORN a.s.,46966773,0.039974668
"ELKOPLAST CZ, s.r.o.",25347942,0.039871467
"Základní škola pro žáky se specifickými poruchami učení a mateřská škola logopedická  Schola - Viva, o.p.s.",25827707,0.03981332799
ALFA CHROM servis s.r.o.,26839253,0.039782731
"Centrum andragogiky, s.r.o.",27489698,0.03976860779
"CARMAN-WOOD, s.r.o.",26845245,0.03971836
Reno Šumava a.s.,60071346,0.039710056369999996
"Moravské kovárny, a.s.",46346694,0.039685286689999995
GRUND a.s.,25263366,0.039663579
NOVUS Česko s.r.o.,25427504,0.039628754620000005
JKS & TRADE MORAVIA s.r.o.,25250523,0.0396029
HRDLIČKA spol.s r.o.,18601227,0.039546580799999995
ERGOZET s.r.o.,25532057,0.039468157
Webnode CZ s.r.o.,25536851,0.039449023
Revitalizace KUKS o.p.s.,28771168,0.03942311287
TS Plzeň a.s.,25240293,0.039414195
ANITA B s.r.o.,25584448,0.0394
"SHM, s. r. o.",47976519,0.039164041
AQUACOMP HARD s.r.o.,48154270,0.039163675
DOPS s.r.o.,45534799,0.039156131
VÚHŽ a.s.,27768953,0.039150196
PRECIS HOLDING s.r.o.,26034077,0.03908896063
DŮM ROMSKÉ KULTURY o.p.s.,25441892,0.039002524659999996
"HALLA, a.s.",60201916,0.038893772
CONKLINE a.s.,27433242,0.038892947
KYTOS s.r.o.,47472642,0.038813006
"Kovo HB, s.r.o.",46978798,0.038747192
Jezdecký areál Olomouc s.r.o.,26823233,0.038736144160000006
"TROJEK, a.s.",49606778,0.03867419902
"4 U Color, s.r.o.",25010921,0.038671835
CMC Graduate School of Business o.p.s.,25692101,0.03866750619
Principal engineering s.r.o.,26775794,0.038631330740000004
"LOUDA Alform, výrobní družstvo",42756111,0.038433008
EPCOS s.r.o.,25569341,0.038408093
KLIMA solution s.r.o.,27853128,0.0383656
"Junák - český skaut, středisko Polaris Pardubice, z. s.",60159928,0.03836176007
Diakonie ČCE - středisko v Myslibořicích,00839345,0.03833894178
RUDOLF JELÍNEK a.s.,49971361,0.03830523719
Heat Transfer Systems s.r.o.,25726242,0.03829576883
"AICTA Design Work, s.r.o.",27570509,0.038254914
ARRIVA VÝCHODNÍ ČECHY a.s.,25945408,0.038181346
CORMEN s.r.o.,25547593,0.03814006951
VÍTKOVICE POWER ENGINEERING a.s.,26823357,0.0381114256
ZL - SERVIS s.r.o.,26263599,0.038087989
Gatema s.r.o.,60749954,0.038062607799999995
"Componenta Moravia, s.r.o.",26218500,0.038052559
"Aeroklub Moravská Třebová, z.s.",00528111,0.03804423681
"OSTAX, spol. s r.o.",47150378,0.038020429
Sdružení místních samospráv České republiky,75130165,0.03800640337
"Q - COM, spol.s r.o.",25538659,0.03792710675
"Teleplan Prague,  s.r.o.",29049610,0.037920728
DIKRT spol. s r.o.,45349045,0.037887
"SVOBODA-výroba domácích knedlíků, s.r.o.",63492580,0.03787149875
"Sokolovská uhelná, právní nástupce, a.s.",26348349,0.0378304
"Repromat, a.s.",25122266,0.037712027
Severočeské sdružení obcí,47324376,0.037677803200000005
"První krušnohorská realitní kancelář, s.r.o.",47310979,0.037673741829999996
"AR-KOVO, s.r.o.",64793729,0.037614394
"AL INVEST Břidličná, a.s.",27376184,0.037563501
ROTANA a.s.,26237369,0.03755315597
JOHNSON CONTROLS FABRICS STRAKONICE s.r.o.,28085272,0.03751904
Centrum podpory podnikání Praha,22825495,0.03750724799
TESCO SW a.s.,25892533,0.037501955180000004
INAPA s.r.o.,25518755,0.03746307801
ON Design Czech s.r.o.,26684535,0.037449396350000004
HET spol. s r.o.,43223168,0.03735262
KV Final s.r.o.,13585363,0.03725146
"Magdaléna, o.p.s.",25617401,0.037242891949999996
Profi-tisk group s.r.o.,26868954,0.03721239
SMART TRADING COMPANY s.r.o.,25894242,0.03721079
MSR Engines s.r.o.,26968215,0.037196776
MINAS INNOVATION PARK s.r.o.,24828751,0.037139929
TESLA Electrontubes s.r.o.,27596214,0.037137770910000006
"Gumárny Zubří, akciová společnost",00012122,0.03713356901
Tiskárna R U C H  s.r.o.,41327268,0.037045
Vrtný a geologický průzkum s.r.o.,25440381,0.037017264
Bytové družstvo občanů Máj,14614880,0.036980543
"KARSIT HOLDING, s.r.o.",47455608,0.036965279
SAPRIL s.r.o.,25003518,0.036959208
"Centrum Kašpar, o.s.",26994445,0.03693890847
NEW ART CONSULTING s.r.o.,27459888,0.03693790864
UNIRON s.r.o.,26847418,0.036934737
"Asociace logopedů ve školství, o.s.",27040739,0.03686493568
ExVA s.r.o.,27330613,0.036810160780000004
"TRANSROLL - CZ, a.s.",25085212,0.036791353
"Polfin Ploština, s.r.o.",25530283,0.036778628
"DYJE, stavební bytové družstvo",00048631,0.03675101109
"Petr Otáhal, a.s.",26820927,0.03673277057
SOLODOOR a.s.,25209779,0.036702951
INTEDOOR spol. s r.o.,25409549,0.036672877
Biocel Paskov a.s.,26420317,0.03666623332
ZO ČSOP Polabí,70843473,0.0366374754
Tvořivá škola,26540975,0.03660641807
CARLA spol. s r.o.,48150134,0.03654
ACE Trade spol. s r.o.,25287249,0.036536224
"CS CABOT, spol. s r.o.",14612411,0.03652024084
Frentech Aerospace s.r.o.,60700581,0.036479771
"Emeran 1791, s.r.o.",25033778,0.03641989778
LIGUM spol. s r.o.,41327535,0.036416965
Seniorský dům Písek a.s.,26104822,0.0364
"KOMPEK, kombinát pekařské a cukrářské výroby, spol. s r.o.",49900501,0.036388401
"Asociace výrobců, dovozců, vývozců potravin, doplňků stravy a surovin pro jejich výrobu",26568985,0.036384450869999994
"KRÁLOVOPOLSKÁ, a.s.",46347267,0.036380799369999994
Alfa Human Service,70863059,0.03637771083000001
ZO ČSOP 44/03,68210965,0.036374528340000004
THERMAL TREND spol. s r.o.,63490455,0.036342365
KOVOSPOL a.s.,27657043,0.036324508
FORNAL trading s.r.o.,26229650,0.036305
Litobal s.r.o.,26925800,0.036266038
Zelená Bohdaneč s.r.o.,60711957,0.03624426343
Asociace samostatných odborů,63829517,0.03617083378
"MOOD International, s.r.o.",60754923,0.036166147
Evropská kontaktní skupina v České republice,26600234,0.03614833833
Euroface Consulting s.r.o.,27660974,0.03614614631
Global Tele Sales Brno s.r.o.,26967014,0.0361458318
"B.I.B.S., a.s.",25534581,0.03612922675
KOLPINGOVA RODINA SMEČNO,70929688,0.03607388658
HESTEGO a.s.,63475073,0.03607203854
Wellness centrum Konstantinovy Lázně a.s.,45359121,0.036036399200000006
ZF Engineering Plzeň s.r.o.,26343398,0.035998402
Emco spol. s r. o.,41191129,0.035941551
"EDUCA - Střední odborná škola, s.r.o.",64087859,0.03594145964
Svaz chemického průmyslu České republiky,16193725,0.03594051552
"Národní strojírenský klastr, o.s.",26629437,0.03585835811
Okresní hospodářská komora Šumperk,47673176,0.035805027270000005
Advanced World Transport a.s.,47675977,0.03578885597
TIVIT spol. s r.o.,47283823,0.03577496096
Svaz obchodu a cestovního ruchu České republiky,65994272,0.03573117084000001
PDT s.r.o.,29188075,0.03572940819
"MINERVA BOSKOVICE, a.s.",00010944,0.035726894
""" A L L E G R O "" s.r.o.",48951862,0.03569308
VŠEI o.p.s.,28927753,0.03565516463
"TT Klávesnice, a.s.",26968690,0.035651
"ČEMAT, s.r.o.",60776480,0.0356229262
LOMAX   & Co s.r.o.,26903920,0.03560802511
ITW Construction Products CZ s.r.o.,47237821,0.035561541
"ART ECON - Střední škola, s.r.o.",25500783,0.03554732982
VLTAVA HOLDING a.s.,25646818,0.03552651996
OM PROTIVÍN a.s.,25164562,0.035473293
"Integraf, s.r.o.",47451980,0.03546981798
"Cement Hranice, akciová společnost",15504077,0.035462671200000004
"Svaz strojírenské technologie, zájmové sdružení",00548871,0.03541203088
PAPÍRNY BRNO a.s.,49970933,0.035406936
LACTOENERGO s.r.o.,28312775,0.035405
BESS BUILDING s.r.o.,64583244,0.035392614579999995
STERCH-INTERNATIONAL s.r.o.,25354256,0.035340857
O.K.POOL spol. s r.o.,62586840,0.035326697829999996
"Panství Morava, a.s.",27430499,0.03531406832
SKIPARK ČERVENÁ VODA s.r.o.,62062026,0.035294117990000005
"B R U K O V , spol. s r.o.",49285891,0.035281434
"METALKOV, spol. s r. o.",00664227,0.03526199998
"AGROSTROJ Pelhřimov, a.s.",00009971,0.035221613
PIXMANIA s.r.o.,29269199,0.03521055
"MAXPROGRES, s.r.o.",25307126,0.03513193532
VÍTKOVICE GEARWORKS a.s.,25877933,0.03507208
TRW Automotive Czech s.r.o.,26706342,0.03507017314
"SEDUKON,  o.p.s.",25894099,0.03506162427
Krajská hospodářská komora Královéhradeckého kraje,25948890,0.035032337739999996
"Iveco Czech Republic, a. s.",48171131,0.035012732
DAIRY 4 FUN s.r.o.,28627695,0.035
Cloud Empire s.r.o.,01731483,0.034999321
SHARP CENTRUM OLOMOUC s.r.o.,25353233,0.034981873100000005
"PACLÍK , s.r.o.",45536597,0.03493125865
Rybníkářství Pohořelice a.s.,46961062,0.034902117
"SMARTER Training & Consulting, s.r.o.",26758491,0.03489232262
VIA ALTA a.s.,26906741,0.03487291497
Saar Gummi Czech s.r.o.,25931857,0.03482881601999999
Avex Steel Products s.r.o.,25303279,0.034784056
it&t s.r.o.,25422731,0.034748311
Siemens Electric Machines s.r.o.,26230755,0.034643861
Střední škola managementu a služeb s.r.o.,25140493,0.03462563498
"NEUFE, spol. s r.o.",25996061,0.03460951399
"POCLAIN HYDRAULICS, s.r.o.",46972978,0.03460024412
"WHITE LIGHT I, z.ú.",64676803,0.03459756499
HOMOLA a.s.,26792770,0.03459227671
Wikov Gear s.r.o.,47718617,0.03458905244
Jihočeská hospodářská komora,48208248,0.03458186885
KORNET s.r.o.,48363171,0.034568396030000004
Benediktinské opatství Rajhrad,00489174,0.03454304175
Sky Paragliders a.s.,25397893,0.03452189429
VASMO s.r.o.,64086712,0.034442158
VAPE spol. s r.o.,00543551,0.034440568
CEET s.r.o.,27279987,0.03443626797
Biskupství plzeňské,45334439,0.03437783757
Svatavské strojírny s.r.o.,49196227,0.034309486
"JKZ BUČOVICE, a.s.",25587820,0.03423136
"IVITAS, a.s.",25357255,0.034227972
CNC KOVO s.r.o.,26884551,0.034219304
"Rodiče a děti Kadaně, občanské sdružení",26637260,0.034206217489999996
P-SYSTEMS s.r.o.,25935259,0.034183
"FERRCOMP, a. s.",25861832,0.03412967493
"DR BC4, s.r.o.",27912914,0.034122783350000005
FAVEA a.s.,60318287,0.034028033
HARTMANN - RICO a.s.,44947429,0.034006069269999994
S&K LABEL spol. s r.o.,44962878,0.033995567020000006
Občanské sdružení Anabell,26606518,0.03399391374
"AREKO, spol. s r.o.",44796331,0.03392142811
Sdružení Tereza,64933873,0.033898741760000003
KOVAR a.s.,45197164,0.03378741507
"Centrum pasivního domu, z.s.",26995140,0.03375970333
"Ondřejovická strojírna, a.s.",29026008,0.033753462
Malá baseballová liga,65760557,0.03374323756
"KERNER, s.r.o.",49904451,0.033711577
"Lamela Electric, a.s.",45357439,0.03370010918
SWISS - FORM a. s.,00518832,0.033688147
"TESCAN ORSAY HOLDING, a.s.",41600240,0.033682715
PRVNÍ CHRÁNĚNÁ DÍLNA s.r.o.,28685521,0.033670181
"VÍTKOVICE, a.s.",45193070,0.03360951037
"JOGA LUHAČOVICE, s.r.o.",60697628,0.0336073944
Tisk Horák a.s.,25744747,0.033582267
EKOSTAVBY Louny s.r.o.,10442481,0.03351931082
"WEST MEDIA, s.r.o.",63506572,0.03351150196
"Huisman Konstrukce, s.r.o.",25370545,0.03347995234
Společenství průmyslových podniků Moravy a Slezska,00559768,0.03347502804
Vítkovická nemocnice a.s.,60793201,0.0334584103
Ekocentrum Oldřichov v Hájích o.p.s.,25430475,0.03340589941
"AUFEER DESIGN, s.r.o.",26159031,0.033361499
STROJON-výtahy s. r. o.,28808533,0.033357284
TISKÁRNA GRAFICO s.r.o.,25885839,0.033349379
Římskokatolická farnost Ostrava - Moravská Ostrava,45234019,0.0333489715
FEI Czech Republic s.r.o.,46971629,0.03332757979
"AspectWorks, s.r.o.",27374726,0.033323306
D PLAST a.s.,00544752,0.033322459
Lázeňský resort Údolí Bratrouchov a.s.,27591611,0.033307896600000005
JANA a.s.,45192863,0.033299999989999995
Rašínova vysoká škola s.r.o.,26275619,0.03329136395
Plzeňská energetika a.s.,27411991,0.0332340858
"Těšínské papírny, s.r.o.",60775505,0.033097901
PSBLAS s.r.o.,26841860,0.033073499
BOHEMIA MACHINE s.r.o.,45537011,0.033068922
"RAINER CZ, s.r.o.",26887789,0.033033294149999996
"VÚSH, a.s.",49453874,0.03299018
"ADAX, spol. s r.o.",63996944,0.03295722342
?AKLUB Centrum vzdělávání a poradenství?,65888936,0.03295158528
"C - COPY Centrum Praha, s.r.o.",25056085,0.032903171
KOVOŠROT GROUP CZ a.s.,28674286,0.03289210442
INCOT spol. s r.o.,25291645,0.032891459
Cleverlance H2B a.s.,28223756,0.032861179
CEBES a.s.,25568345,0.03283215
bfz-vzdělávací akademie s.r.o.,27965945,0.03280442371
OZM Research s.r.o.,25278118,0.032752024
PERNÍK s.r.o.,25299077,0.032725234
FLÍDR s.r.o.,60110813,0.032678767
MS UTILITIES & SERVICES a.s.,29400074,0.032641948
Rybářství Kardašova Řečice s.r.o.,60827394,0.032632782
"Lion Teleservices CZ, a.s.",26150450,0.03262725614
"IMOS facility, a.s.",26907453,0.032615914829999995
BETECH s. r. o.,26356252,0.03261155
"Erudis, o.p.s.",26435667,0.03260541052
"VODNÍ ELEKTRÁRNA ŽELEZNÝ BROD, akciová společnost",64789641,0.032548
BOCHEMIE a.s.,27654087,0.03247930527
Okresní hospodářská komora Hodonín,48532312,0.032434028149999995
TEPGASTRO s.r.o.,25475606,0.03240786693
